Area,Stop,Round,Year,Month,Day,Time,Species (ger/lat),Species lat,Amount,Behavioural code,Comment
DS1,1,1,2022,4,28,6:00 beginning,Graugans (Anser anser) ,Anser anser,3,1,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,3,1,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Schnatterente (Mareca strepera),Mareca strepera,2,1,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,2,2,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Schafstelze (Motacilla flava),Motacilla flava,4,2,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Brandgans (Tadorna tadorna),Tadorna tadorna,1,1,acoustic
DS1,1,1,2022,4,28,6:00 beginning,Blässhuhn (Fulica atra),Fulica atra,2,2,acoustic
DS1,2,1,2022,4,28,6:00 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS1,2,1,2022,4,28,6:00 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,2,2,acoustic
DS1,2,1,2022,4,28,6:00 beginning,Graugans (Anser anser) ,Anser anser,3,1,seen
DS1,2,1,2022,4,28,6:00 beginning,Kampfläufer (Calidris pugnax),Calidris pugnax,4,1,seen
DS1,3,1,2022,4,28,6:00 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS1,3,1,2022,4,28,6:00 beginning,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,1,2,acoustic
DS1,3,1,2022,4,28,6:00 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,2,2,acoustic
DS1,3,1,2022,4,28,6:00 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,2,2,acoustic
DS1,4,1,2022,4,28,6:00 beginning,Nachtigall (Luscinia megarhynchos),Luscinia megarhynchos,1,2,acoustic
DS1,4,1,2022,4,28,6:00 beginning,Stockente (Anas platyrhynchos),Anas platyrhynchos,3,3,"2 acoustic, 1 seen"
DS1,4,1,2022,4,28,6:00 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,1,seen
DS1,4,1,2022,4,28,6:00 beginning,Teichhuhn (Gallinula chloropus),Gallinula chloropus,1,1,acoustic
DS1,5,1,2022,4,28,6:00 beginning,Bekassine (Gallinago gallinago),Gallinago gallinago,1,1,seen
DS1,5,1,2022,4,28,6:00 beginning,Graugans (Anser anser),Anser anser,2,1,seen
DS1,5,1,2022,4,28,6:00 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,3,2,acoustic
DS1,5,1,2022,4,28,6:00 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,4,2.1,seen
DS1,5,1,2022,4,28,6:00 beginning,Schnatterente (Mareca strepera),Mareca strepera,1,3,seen
DS1,5,1,2022,4,28,6:00 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS1,5,1,2022,4,28,6:00 beginning,Pfeifente (Mareca penelope),Mareca penelope,1,1,acoustic
DS1,6,1,2022,4,28,6:00 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,5,seen
DS1,6,1,2022,4,28,6:00 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS1,6,1,2022,4,28,6:00 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,2,3,seen
DS1,6,1,2022,4,28,6:00 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,4,2,"2 acoustic, 2 seen"
DS1,6,1,2022,4,28,6:00 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,2,3,seen
DS1,6,1,2022,4,28,6:40 end,Schnatterente (Mareca strepera),Mareca strepera,2,1,seen
DS1,1,2,2022,5,16,5:30 beginning,Blässhuhn (Fulica atra),Fulica atra,1,2,acoustic
DS1,1,2,2022,5,16,5:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,1,acoustic
DS1,1,2,2022,5,16,5:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,3,2,acoustic
DS1,1,2,2022,5,16,5:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS1,1,2,2022,5,16,5:30 beginning,Löffelente (Spatula clypeataI),Spatula clypeataI,1,1,seen
DS1,2,2,2022,5,16,5:30 beginning,Graugans (Anser anser),Anser anser,8,1,seen
DS1,2,2,2022,5,16,5:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,2,1,"1 acoustic, 1 seen"
DS1,2,2,2022,5,16,5:30 beginning,Nachtigall (Luscinia megarhynchos),Luscinia megarhynchos,1,2,acoustic
DS1,2,2,2022,5,16,5:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,2,acoustic
DS1,2,2,2022,5,16,5:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,seen
DS1,2,2,2022,5,16,5:30 beginning,Jagdfasan (Phasianus colchius),Phasianus colchius,1,2,acoustic
DS1,3,2,2022,5,16,5:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,4,3.5,seen
DS1,3,2,2022,5,16,5:30 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,2,2,acoustic
DS1,3,2,2022,5,16,5:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS1,3,2,2022,5,16,5:30 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS1,4,2,2022,5,16,5:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS1,4,2,2022,5,16,5:30 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,1,7,seen
DS1,4,2,2022,5,16,5:30 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,2,2.7,"1 acoustic, 1 seen"
DS1,4,2,2022,5,16,5:30 beginning,Reiherente (Aythya fuligula),Aythya fuligula,4,1,seen
DS1,4,2,2022,5,16,5:30 beginning,Kormoran (Phalacrocorax carbo),Phalacrocorax carbo,1,0,acoustic
DS1,4,2,2022,5,16,5:30 beginning,Knäkente (Anas querquedula),Anas querquedula,2,1,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,1,7,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,3,7.2,"1 acoustic, 2 seen"
DS1,5,2,2022,5,16,5:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,1,7,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Löffelente (Spatula clypeataI),Spatula clypeataI,1,1,seen
DS1,5,2,2022,5,16,5:30 beginning,Teichrohrsänger (Acrocephalus scirpaceus),Acrocephalus scirpaceus,1,2,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Knäkente (Anas querquedula),Anas querquedula,1,1,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,1,2,acoustic
DS1,5,2,2022,5,16,5:30 beginning,Schnatterente (Mareca strepera),Mareca strepera,3,1,seen
DS1,6,2,2022,5,16,5:30 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,3,7,seen
DS1,6,2,2022,5,16,5:30 beginning,Schafstelze (Motacilla flava),Motacilla flava,2,1,"1 acoustic, 1 seen"
DS1,6,2,2022,5,16,5:30 beginning,Uferschnepfe (Limosa limosa),Limosa limosa,2,2,seen
DS1,6,2,2022,5,16,5:30 beginning,Feldlerche (Alauda arvensis),Alauda arvensis,1,2,acoustic
DS1,6,2,2022,5,16,5:30 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,2,seen
DS1,6,2,2022,5,16,6:40 end,Rohrammer (Schoeniclus schoeniclus),Schoeniclus schoeniclus,1,2,seen
DS1,1,3,2022,6,2,5:09 beginning,Graugans (Anser anser),Anser anser,19,1,"10 and more acoustic, 9 seen"
DS1,1,3,2022,6,2,5:09 beginning,Sumpfrohrsänger (Acrocephalus palustris),Acrocephalus palustris,2,2,seen
DS1,1,3,2022,6,2,5:09 beginning,Großer Brachvogel (Numenius arquata),Numenius arquata,1,2,acoustic
DS1,1,3,2022,6,2,5:09 beginning,Mäusebussard (Buteo buteo),Buteo buteo,1,7,acoustic
DS1,2,3,2022,6,2,5:09 beginning,Schilfrohrsänger (Acrocephalus schoenobaenus),Acrocephalus schoenobaenus,2,2,acoustic
DS1,2,3,2022,6,2,5:09 beginning,Sumpfrohrsänger (Acrocephalus palustris),Acrocephalus palustris,1,2,acoustic
DS1,2,3,2022,6,2,5:09 beginning,Wiesenpieper (Anthus pratensis),Anthus pratensis,2,2,acoustic
DS1,2,3,2022,6,2,5:09 beginning,Graugans (Anser anser),Anser anser,9,1,seen
DS1,2,3,2022,6,2,5:09 beginning,Kiebitz (Vanellus vanellus),Vanellus vanellus,1,1,seen
DS1,2,3,2022,6,2,5:09 beginning,Blässhuhn (Fulica atra),Fulica atra,5,1,acoustic
